,ID,Name,Image URL,Description,Height,Weight,Categoty,Abilities,Type,Weaknesses,Stats
878,879,Copperajah,https://assets.pokemon.com/assets/cms2/img/pokedex/full/879.png,This Pokémon was brought to Paldea long ago by people from a faraway land. It’s so strong that it can easily pull an airplane.,"9' 10""",1433.0 lbs,Copperderm,['Sheer Force'],['Steel'],"['Fire', 'Fighting', 'Ground']","{'HP': 8, 'Attack': 8, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 2}"
879,880,Dracozolt,https://assets.pokemon.com/assets/cms2/img/pokedex/full/880.png,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.","5' 11""",418.9 lbs,Fossil,"['Volt Absorb', 'Hustle']","['Electric', 'Dragon']","['Fairy', 'Ground', 'Ice', 'Dragon']","{'HP': 6, 'Attack': 6, 'Defense': 6, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 5}"
880,881,Arctozolt,https://assets.pokemon.com/assets/cms2/img/pokedex/full/881.png,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,"7' 07""",330.7 lbs,Fossil,"['Static', 'Volt Absorb']","['Electric', 'Ice']","['Fire', 'Ground', 'Fighting', 'Rock']","{'HP': 6, 'Attack': 6, 'Defense': 6, 'Special Attack': 6, 'Special Defense': 5, 'Speed': 4}"
881,882,Dracovish,https://assets.pokemon.com/assets/cms2/img/pokedex/full/882.png,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,"7' 07""",474.0 lbs,Fossil,"['Water Absorb', 'Strong Jaw']","['Water', 'Dragon']","['Fairy', 'Dragon']","{'HP': 6, 'Attack': 6, 'Defense': 6, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 5}"
882,883,Arctovish,https://assets.pokemon.com/assets/cms2/img/pokedex/full/883.png,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.","6' 07""",385.8 lbs,Fossil,"['Water Absorb', 'Ice Body']","['Water', 'Ice']","['Grass', 'Electric', 'Fighting', 'Rock']","{'HP': 6, 'Attack': 6, 'Defense': 6, 'Special Attack': 5, 'Special Defense': 6, 'Speed': 4}"
883,884,Duraludon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/884.png,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.","5' 11""",88.2 lbs,Alloy,"['Light Metal', 'Heavy Metal']","['Steel', 'Dragon']","['Fighting', 'Ground']","{'HP': 5, 'Attack': 6, 'Defense': 7, 'Special Attack': 8, 'Special Defense': 3, 'Speed': 5}"
884,885,Dreepy,https://assets.pokemon.com/assets/cms2/img/pokedex/full/885.png,"In the evening, groups of Dreepy will fly at high speeds over the ocean and poke at Pokémon in the water for fun.","1' 08""",4.4 lbs,Lingering,"['Clear Body', 'Infiltrator']","['Dragon', 'Ghost']","['Ghost', 'Dark', 'Fairy', 'Ice', 'Dragon']","{'HP': 2, 'Attack': 4, 'Defense': 2, 'Special Attack': 3, 'Special Defense': 2, 'Speed': 5}"
885,886,Drakloak,https://assets.pokemon.com/assets/cms2/img/pokedex/full/886.png,"This Pokémon flies around at over 120 miles per hour. If a Drakloak is defeated in a battle, its Dreepy will wander off without a second thought.","4' 07""",24.3 lbs,Caretaker,"['Clear Body', 'Infiltrator']","['Dragon', 'Ghost']","['Ghost', 'Dark', 'Fairy', 'Ice', 'Dragon']","{'HP': 4, 'Attack': 5, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 6}"
886,887,Dragapult,https://assets.pokemon.com/assets/cms2/img/pokedex/full/887.png,Dragapult can make its whole body transparent by clearing its mind and focusing. Even the Dreepy in Dragapult’s horns become invisible.,"9' 10""",110.2 lbs,Stealth,"['Clear Body', 'Infiltrator']","['Dragon', 'Ghost']","['Ghost', 'Dark', 'Fairy', 'Ice', 'Dragon']","{'HP': 6, 'Attack': 8, 'Defense': 5, 'Special Attack': 6, 'Special Defense': 5, 'Speed': 9}"
887,888,Zacian,https://assets.pokemon.com/assets/cms2/img/pokedex/full/888.png,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.","9' 02""",242.5 lbs,Warrior,['Intrepid Sword'],['Fairy'],"['Steel', 'Poison']","{'HP': 6, 'Attack': 8, 'Defense': 7, 'Special Attack': 5, 'Special Defense': 7, 'Speed': 9}"
888,889,Zamazenta,https://assets.pokemon.com/assets/cms2/img/pokedex/full/889.png,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.","9' 06""",463.0 lbs,Warrior,['Dauntless Shield'],['Fighting'],"['Psychic', 'Flying', 'Fairy']","{'HP': 6, 'Attack': 8, 'Defense': 7, 'Special Attack': 5, 'Special Defense': 7, 'Speed': 9}"
889,890,Eternatus,https://assets.pokemon.com/assets/cms2/img/pokedex/full/890.png,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,"65' 07""",2094.4 lbs,Gigantic,['Pressure'],"['Poison', 'Dragon']","['Psychic', 'Ground', 'Ice', 'Dragon']","{'HP': 9, 'Attack': 5, 'Defense': 6, 'Special Attack': 9, 'Special Defense': 6, 'Speed': 8}"
890,891,Kubfu,https://assets.pokemon.com/assets/cms2/img/pokedex/full/891.png,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,"2' 00""",26.5 lbs,Wushu,['Inner Focus'],['Fighting'],"['Psychic', 'Flying', 'Fairy']","{'HP': 4, 'Attack': 6, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 5}"
891,892,Urshifu,https://assets.pokemon.com/assets/cms2/img/pokedex/full/892.png,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,"6' 03""",231.5 lbs,Wushu,['Unseen Fist'],"['Fighting', 'Dark']","['Fairy', 'Flying', 'Fighting']","{'HP': 6, 'Attack': 8, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 6}"
892,893,Zarude,https://assets.pokemon.com/assets/cms2/img/pokedex/full/893.png,"Within dense forests, this Pokémon lives in a pack
with others of its kind. It’s incredibly aggressive,
and the other Pokémon of the forest fear it.","5' 11""",154.3 lbs,Rogue Monkey,['Leaf Guard'],"['Dark', 'Grass']","['Fire', 'Flying', 'Fighting', 'Ice', 'Poison', 'Fairy', 'Bug']","{'HP': 7, 'Attack': 8, 'Defense': 7, 'Special Attack': 5, 'Special Defense': 6, 'Speed': 7}"
893,894,Regieleki,https://assets.pokemon.com/assets/cms2/img/pokedex/full/894.png,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,"3' 11""",319.7 lbs,Electron,['Transistor'],['Electric'],['Ground'],"{'HP': 5, 'Attack': 6, 'Defense': 3, 'Special Attack': 6, 'Special Defense': 3, 'Speed': 12}"
894,895,Regidrago,https://assets.pokemon.com/assets/cms2/img/pokedex/full/895.png,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,"6' 11""",440.9 lbs,Dragon Orb,['Dragon’s Maw'],['Dragon'],"['Fairy', 'Ice', 'Dragon']","{'HP': 12, 'Attack': 6, 'Defense': 3, 'Special Attack': 6, 'Special Defense': 3, 'Speed': 5}"
895,896,Glastrier,https://assets.pokemon.com/assets/cms2/img/pokedex/full/896.png,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.","7' 03""",1763.7 lbs,Wild Horse,['Chilling Neigh'],['Ice'],"['Fire', 'Steel', 'Fighting', 'Rock']","{'HP': 6, 'Attack': 9, 'Defense': 8, 'Special Attack': 4, 'Special Defense': 7, 'Speed': 2}"
896,897,Spectrier,https://assets.pokemon.com/assets/cms2/img/pokedex/full/897.png,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,"6' 07""",98.1 lbs,Swift Horse,['Grim Neigh'],['Ghost'],"['Ghost', 'Dark']","{'HP': 6, 'Attack': 4, 'Defense': 4, 'Special Attack': 9, 'Special Defense': 5, 'Speed': 8}"
897,898,Calyrex,https://assets.pokemon.com/assets/cms2/img/pokedex/full/898.png,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.","3' 07""",17.0 lbs,King,['Unnerve'],"['Psychic', 'Grass']","['Ghost', 'Fire', 'Flying', 'Ice', 'Dark', 'Poison', 'Bug']","{'HP': 6, 'Attack': 5, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 5}"
898,899,Wyrdeer,https://assets.pokemon.com/assets/cms2/img/pokedex/full/899.png,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,"5' 11""",209.7 lbs,Big Horn,"['Intimidate', 'Frisk']","['Normal', 'Psychic']","['Dark', 'Bug']","{'HP': 7, 'Attack': 7, 'Defense': 5, 'Special Attack': 7, 'Special Defense': 5, 'Speed': 4}"
899,900,Kleavor,https://assets.pokemon.com/assets/cms2/img/pokedex/full/900.png,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one’s only recourse is to flee.","5' 11""",196.2 lbs,Axe,"['Swarm', 'Sheer Force']","['Bug', 'Rock']","['Steel', 'Water', 'Rock']","{'HP': 5, 'Attack': 8, 'Defense': 6, 'Special Attack': 3, 'Special Defense': 5, 'Speed': 5}"
900,901,Ursaluna,https://assets.pokemon.com/assets/cms2/img/pokedex/full/901.png,I believe it was Hisui’s swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,"7' 10""",639.3 lbs,Peat,"['Guts', 'Bulletproof']","['Ground', 'Normal']","['Water', 'Grass', 'Ice', 'Fighting']","{'HP': 8, 'Attack': 9, 'Defense': 7, 'Special Attack': 3, 'Special Defense': 5, 'Speed': 3}"
901,902,Basculegion,https://assets.pokemon.com/assets/cms2/img/pokedex/full/902.png,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui’s rivers is Basculegion’s equal.,"9' 10""",242.5 lbs,Big Fish,"['Swift Swim', 'Adaptability']","['Water', 'Ghost']","['Ghost', 'Dark', 'Grass', 'Electric']","{'HP': 8, 'Attack': 7, 'Defense': 4, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 5}"
902,903,Sneasler,https://assets.pokemon.com/assets/cms2/img/pokedex/full/903.png,"Because of Sneasler’s virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.","4' 03""",94.8 lbs,Free Climb,"['Pressure', 'Unburden']","['Fighting', 'Poison']","['Psychic', 'Flying', 'Ground']","{'HP': 5, 'Attack': 8, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 5, 'Speed': 8}"
903,904,Overqwil,https://assets.pokemon.com/assets/cms2/img/pokedex/full/904.png,Its lancelike spikes and savage temperament have earned it the nickname “sea fiend.” It slurps up poison to nourish itself.,"8' 02""",133.4 lbs,Pin Cluster,"['Poison Point', 'Swift Swim']","['Dark', 'Poison']",['Ground'],"{'HP': 5, 'Attack': 7, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 5}"
904,905,Enamorus,https://assets.pokemon.com/assets/cms2/img/pokedex/full/905.png,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon’s love gives rise to the budding of fresh life across Hisui.","5' 03""",105.8 lbs,Love-Hate,['Cute Charm'],"['Fairy', 'Flying']","['Steel', 'Poison', 'Electric', 'Ice', 'Rock']","{'HP': 5, 'Attack': 7, 'Defense': 5, 'Special Attack': 8, 'Special Defense': 5, 'Speed': 7}"
905,906,Sprigatito,https://assets.pokemon.com/assets/cms2/img/pokedex/full/906.png,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,"1' 04""",9.0 lbs,Grass Cat,['Overgrow'],['Grass'],"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","{'HP': 3, 'Attack': 4, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 4}"
906,907,Floragato,https://assets.pokemon.com/assets/cms2/img/pokedex/full/907.png,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.","2' 11""",26.9 lbs,Grass Cat,['Overgrow'],['Grass'],"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","{'HP': 4, 'Attack': 5, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 5}"
907,908,Meowscarada,https://assets.pokemon.com/assets/cms2/img/pokedex/full/908.png,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.","4' 11""",68.8 lbs,Magician,['Overgrow'],"['Grass', 'Dark']","['Ice', 'Fire', 'Flying', 'Poison', 'Fighting', 'Fairy', 'Bug']","{'HP': 5, 'Attack': 7, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 8}"
908,909,Fuecoco,https://assets.pokemon.com/assets/cms2/img/pokedex/full/909.png,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.,"1' 04""",21.6 lbs,Fire Croc,['Blaze'],['Fire'],"['Water', 'Ground', 'Rock']","{'HP': 4, 'Attack': 3, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 3}"
909,910,Crocalor,https://assets.pokemon.com/assets/cms2/img/pokedex/full/910.png,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.,"3' 03""",67.7 lbs,Fire Croc,['Blaze'],['Fire'],"['Water', 'Ground', 'Rock']","{'HP': 5, 'Attack': 4, 'Defense': 5, 'Special Attack': 6, 'Special Defense': 4, 'Speed': 3}"
910,911,Skeledirge,https://assets.pokemon.com/assets/cms2/img/pokedex/full/911.png,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.,"5' 03""",719.8 lbs,Singer,['Blaze'],"['Fire', 'Ghost']","['Water', 'Ghost', 'Ground', 'Dark', 'Rock']","{'HP': 7, 'Attack': 5, 'Defense': 6, 'Special Attack': 7, 'Special Defense': 5, 'Speed': 4}"
911,912,Quaxly,https://assets.pokemon.com/assets/cms2/img/pokedex/full/912.png,This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.,"1' 08""",13.4 lbs,Duckling,['Torrent'],['Water'],"['Grass', 'Electric']","{'HP': 4, 'Attack': 4, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
912,913,Quaxwell,https://assets.pokemon.com/assets/cms2/img/pokedex/full/913.png,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.","3' 11""",47.4 lbs,Practicing,['Torrent'],['Water'],"['Grass', 'Electric']","{'HP': 5, 'Attack': 5, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 4}"
913,914,Quaquaval,https://assets.pokemon.com/assets/cms2/img/pokedex/full/914.png,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.,"5' 11""",136.5 lbs,Dancer,['Torrent'],"['Water', 'Fighting']","['Fairy', 'Grass', 'Flying', 'Psychic', 'Electric']","{'HP': 5, 'Attack': 8, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 5}"
914,915,Lechonk,https://assets.pokemon.com/assets/cms2/img/pokedex/full/915.png,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.,"1' 08""",22.5 lbs,Hog,"['Gluttony', 'Aroma Veil']",['Normal'],['Fighting'],"{'HP': 4, 'Attack': 3, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
915,916,Oinkologne,https://assets.pokemon.com/assets/cms2/img/pokedex/full/916.png,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.","3' 03""",264.6 lbs,Hog,"['Gluttony', 'Lingering Aroma']",['Normal'],['Fighting'],"{'HP': 7, 'Attack': 6, 'Defense': 5, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 4}"
916,917,Tarountula,https://assets.pokemon.com/assets/cms2/img/pokedex/full/917.png,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy.","1' 00""",8.8 lbs,String Ball,['Insomnia'],['Bug'],"['Fire', 'Flying', 'Rock']","{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 2, 'Special Defense': 3, 'Speed': 2}"
917,918,Spidops,https://assets.pokemon.com/assets/cms2/img/pokedex/full/918.png,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.,"3' 03""",36.4 lbs,Trap,['Insomnia'],['Bug'],"['Fire', 'Flying', 'Rock']","{'HP': 4, 'Attack': 5, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 6, 'Speed': 3}"
918,919,Nymble,https://assets.pokemon.com/assets/cms2/img/pokedex/full/919.png,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs.","0' 08""",2.2 lbs,Grasshopper,['Swarm'],['Bug'],"['Fire', 'Flying', 'Rock']","{'HP': 2, 'Attack': 3, 'Defense': 3, 'Special Attack': 2, 'Special Defense': 2, 'Speed': 3}"
919,920,Lokix,https://assets.pokemon.com/assets/cms2/img/pokedex/full/920.png,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.","3' 03""",38.6 lbs,Grasshopper,['Swarm'],"['Bug', 'Dark']","['Fire', 'Fairy', 'Flying', 'Bug', 'Rock']","{'HP': 5, 'Attack': 6, 'Defense': 5, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 6}"
920,921,Pawmi,https://assets.pokemon.com/assets/cms2/img/pokedex/full/921.png,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.,"1' 00""",5.5 lbs,Mouse,"['Static', 'Natural Cure']",['Electric'],['Ground'],"{'HP': 3, 'Attack': 3, 'Defense': 2, 'Special Attack': 3, 'Special Defense': 2, 'Speed': 4}"
921,922,Pawmo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/922.png,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.","1' 04""",14.3 lbs,Mouse,"['Natural Cure', 'Volt Absorb']","['Electric', 'Fighting']","['Psychic', 'Fairy', 'Ground']","{'HP': 4, 'Attack': 5, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 5}"
